tag,词性,label,remove
777777,777777/m(数词),numeric_type,1
平花,平花/n(名词),sin_ver_nou_del_type,0
商业交流,商业/n(名词) 交流/vn(其他),com_del_type,0
黑马推荐,黑马/n(名词) 推荐/v(动词),com_del_type,0
真钱游戏,真钱/n(名词) 游戏/n(名词),com_del_type,0
中西医助理医师,中西医/n(名词) 助理/n(名词) 医师/n(名词),com_del_type,0
北ت京تPتK,北京/ns(地名) pk/nx(其他),com_del_type,0
有声小说,有声/b(其他) 小说/n(名词),com_del_type,0
林肯MKX,林肯/n(名词) mkx/nx(其他),com_del_type,0
郑秀晶,郑秀晶/n(名词),sin_ver_nou_del_type,0
淘宝数据,淘宝/n(名词) 数据/n(名词),com_del_type,0
TF家族,tf/nx(其他) 家族/n(名词),val_eval_type,1
母校,母校/n(名词),sin_ver_nou_del_type,0
办公用品票,办公/vn(其他) 用品/n(名词) 票/n(名词),com_del_type,0
百度网盘,百度/nz(其他专名) 网盘/n(名词),com_del_type,0
幻想乡,幻想乡/n(名词),sin_ver_nou_del_type,0
纯股民,纯/a(形容词) 股民/n(名词),com_del_type,0
御龙在天手游,御龙/n(名词) 在/p(介词) 天/n(名词) 手游/n(名词),com_del_type,0
淘宝刷单7,淘宝/n(名词) 刷单/n(名词) 7/m(数词),com_del_type,0
传祺GS4,传祺/nz(其他专名) gs4/nx(其他),com_del_type,0
将军,将军/n(名词),sin_ver_nou_del_type,0
打字员赚钱找工作,打字员/n(名词) 赚钱/v(动词) 找/v(动词) 工作/vn(其他),com_del_type,0
M,m/nx(其他),val_eval_type,1
怎么开网店,怎么/r(代词) 开网店/n(名词),com_del_type,0
作业交流,作业/n(名词) 交流/vn(其他),com_del_type,0
选调生,选调生/n(名词),sin_ver_nou_del_type,0
会计从业资格证,会计/n(名词) 从业/vn(其他) 资格证/n(名词),com_del_type,0
隐私,隐私/n(名词),sin_ver_nou_del_type,0
我的,我/r(代词) 的/u(助词),val_eval_type,1
学习流,学习/v(动词) 流/v(动词),com_del_type,0
李敏镐,李敏镐/n(名词),sin_ver_nou_del_type,0
LOL英雄联盟,lol/nx(其他) 英雄/n(名词) 联盟/n(名词),com_del_type,0
同桌,同桌/v(动词),sin_ver_nou_del_type,0
个,个/q(量词),sin_other_remove_type,1
研发,研发/n(名词),sin_ver_nou_del_type,0
营销广告,营销/vn(其他) 广告/n(名词),com_del_type,0
光大信用卡代办,光大/n(名词) 信用卡/n(名词) 代办/v(动词),com_del_type,0
不许说脏话,不许/d(副词) 说/v(动词) 脏话/n(名词),val_eval_type,1
档口门店装潢,档口/n(名词) 门店/n(名词) 装潢/n(名词),com_del_type,0
大梦小雯,大梦/n(名词) 小雯/nr(其他),com_del_type,0
红包扫雷,红包/n(名词) 扫雷/vn(其他),com_del_type,0
软装,软装/n(名词),sin_ver_nou_del_type,0
好伙伴,好/a(形容词) 伙伴/n(名词),com_del_type,0
服务电话18688896949,服务/vn(其他) 电话/n(名词) 18688896949/m(数词),porn_type,1
好好,好好/d(副词),sin_other_remove_type,1
微信接龙,微信/n(名词) 接龙/n(名词),com_del_type,0
赚钱,赚钱/a(形容词),sin_other_save_type,0
痛经,痛经/n(名词),sin_ver_nou_del_type,0
战友群,战友/n(名词) 群/Ng(其他),com_del_type,0
证监会,证监会/n(名词),sin_ver_nou_del_type,0
怀化,怀化/ns(地名),sin_ns_type,0
手机兼职群,手机/n(名词) 兼职/vn(其他) 群/Ng(其他),com_del_type,0
1111111,1111111/m(数词),numeric_type,1
整形整容,整形/vn(其他) 整容/vn(其他),com_del_type,0
星月菩提,星月/n(名词) 菩提/n(名词),com_del_type,0
说话,说话/v(动词),val_eval_type,1
女学生,女/b(其他) 学生/n(名词),com_del_type,0
不可以骂人,不/d(副词) 可以/v(动词) 骂人/v(动词),val_eval_type,1
汪星人,汪星人/n(名词),sin_ver_nou_del_type,0
螺纹钢,螺纹钢/n(名词),sin_ver_nou_del_type,0
通州,通州/ns(地名),sin_ns_type,0
中小学,中小学/n(名词),sin_ver_nou_del_type,0
迈腾,迈腾/n(名词),sin_ver_nou_del_type,0
青海,青海/ns(地名),sin_ns_type,0
退伍军人,退伍/vn(其他) 军人/n(名词),com_del_type,0
众泰SR9,众泰/nz(其他专名) sr9/nx(其他),com_del_type,0
老兵,老兵/n(名词),sin_ver_nou_del_type,0
上海找美女,上海/ns(地名) 找/v(动词) 美女/n(名词),porn_type,1
品质,品质/n(名词),sin_ver_nou_del_type,0
解套高手,解套/v(动词) 高手/n(名词),com_del_type,0
海报,海报/n(名词),sin_ver_nou_del_type,0
道具,道具/n(名词),sin_ver_nou_del_type,0
随聊,随/p(介词) 聊/v(动词),com_del_type,0
萨摩,萨摩/nr(其他),sin_nr_type,0
笛子,笛子/n(名词),sin_ver_nou_del_type,0
剧情,剧情/n(名词),sin_ver_nou_del_type,0
全民奇迹,全民/n(名词) 奇迹/n(名词),com_del_type,0
双颖,双/m(数词) 颖/Ag(其他),com_del_type,0
江湖产品,江湖/n(名词) 产品/n(名词),com_del_type,0
恋舞,恋舞/nz(其他专名),sin_nz_type,0
跳蚤市场,跳蚤市场/n(名词),sin_ver_nou_del_type,0
灰指甲,灰指甲/n(名词),sin_ver_nou_del_type,0
广州交友,广州/ns(地名) 交友/v(动词),val_eval_type,1
塔防,塔防/n(名词),sin_ver_nou_del_type,0
黑眼圈,黑眼圈/n(名词),sin_ver_nou_del_type,0
新朋友,新/a(形容词) 朋友/n(名词),com_del_type,0
不说脏话,不说/c(连词) 脏话/n(名词),com_del_type,0
时时彩后一,时时/d(副词) /n(名词) 彩后/n(名词) 一/m(数词),val_eval_type,1
！！！！,!/w(标点) !/w(标点) !/w(标点) !/w(标点),punctuation_type,1
富二代,富二代/n(名词),sin_ver_nou_del_type,0
保时捷车友会,保时捷/n(名词) 车友会/n(名词),com_del_type,0
芒果,芒果/n(名词),sin_ver_nou_del_type,0
审核群,审核/v(动词) 群/Ng(其他),val_eval_type,1
公积金提取,公积金/n(名词) 提取/v(动词),com_del_type,0
途锐,途锐/nz(其他专名),sin_nz_type,0
避孕套,避孕套/n(名词),sin_ver_nou_del_type,0
纺织,纺织/n(名词),sin_ver_nou_del_type,0
主席,主席/n(名词),sin_ver_nou_del_type,0
长安车友会,长安/n(名词) 车友会/n(名词),com_del_type,0
广州兼职,广州/ns(地名) 兼职/v(动词),com_del_type,0
民族舞,民族舞/n(名词),sin_ver_nou_del_type,0
顺德,顺德/ns(地名),sin_ns_type,0
水族,水族/n(名词),sin_ver_nou_del_type,0
包头,包头/ns(地名),sin_ns_type,0
运营交流,运营/vn(其他) 交流/vn(其他),com_del_type,0
天猫购物券秒杀,天猫/n(名词) 购物券/n(名词) 秒杀/n(名词),com_del_type,0
实名支付宝,实名/n(名词) 支付宝/n(名词),com_del_type,0
寂寞交友,寂寞/a(形容词) 交友/vn(其他),val_eval_type,1
CF穿越火线,cf/nx(其他) 穿越火线/nz(其他专名),com_del_type,0
手机短信内容查询,手机/n(名词) 短信/n(名词) 内容/n(名词) 查询/v(动词),com_del_type,0
有偿直播,有偿/d(副词) 直播/v(动词),com_del_type,0
时时彩人工计划,时时/d(副词) 彩/Ng(其他) 人工/b(其他) 计划/n(名词),com_del_type,0
评论,评论/n(名词),sin_ver_nou_del_type,0
疯疯癫癫,疯疯癫癫/z(其他),sin_other_save_type,0
淘宝扣分解除,淘宝/n(名词) 扣分/vn(其他) 解除/v(动词),com_del_type,0
南红,南红/n(名词),sin_ver_nou_del_type,0
各种宅,各种/r(代词) 宅/Ng(其他),val_eval_type,1
传销,传销/v(动词),sin_ver_nou_del_type,0
车友交流,车友/n(名词) 交流/vn(其他),com_del_type,0
医学生,医学生/n(名词),sin_ver_nou_del_type,0
招聘兼职,招聘/v(动词) 兼职/v(动词),com_del_type,0
1班,1/m(数词) 班/n(名词),val_num_time_type,1
我的世界联机,我/r(代词) 的/u(助词) 世界/n(名词) 联机/v(动词),val_eval_type,1
如何赚钱,如何/r(代词) 赚钱/a(形容词),com_del_type,0
国产电影,国产/b(其他) 电影/n(名词),com_del_type,0
动物园,动物园/n(名词),sin_ver_nou_del_type,0
百度百科,百度/nz(其他专名) 百科/n(名词),com_del_type,0
农场,农场/n(名词),sin_ver_nou_del_type,0
人才市场,人才/n(名词) 市场/n(名词),com_del_type,0
工具,工具/n(名词),sin_ver_nou_del_type,0
小儿癫痫,小儿/n(名词) 癫痫/n(名词),com_del_type,0
项目合作,项目/n(名词) 合作/vn(其他),com_del_type,0
育婴,育婴/v(动词),sin_ver_nou_del_type,0
怪盗基德,怪盗/n(名词) 基德/n(名词),com_del_type,0
LOL▄求职招聘,lol/nx(其他) ▄/n(名词) 求职/vn(其他) 招聘/vn(其他),com_del_type,0
破解加密文件,破解/v(动词) 加密/vn(其他) 文件/n(名词),com_del_type,0
求职招聘找工作,求职/v(动词) 招聘/v(动词) 找/v(动词) 工作/vn(其他),com_del_type,0
淘宝收藏,淘宝/n(名词) 收藏/v(动词),com_del_type,0
美好时光,美好/a(形容词) 时光/n(名词),com_del_type,0
鹿鼎记,鹿鼎记/n(名词),sin_ver_nou_del_type,0
美颜,美颜/n(名词),sin_ver_nou_del_type,0
纳智捷车友会,纳智捷/n(名词) 车友会/n(名词),com_del_type,0
2012,2012/m(数词),numeric_type,1
小青年,小青年/n(名词),sin_ver_nou_del_type,0
互刷流量,互刷/n(名词) 流量/n(名词),val_eval_type,1
交谈,交谈/v(动词),sin_ver_nou_del_type,0
皮具,皮具/n(名词),sin_ver_nou_del_type,0
狼人,狼人/n(名词),sin_ver_nou_del_type,0
农村淘宝,农村/n(名词) 淘宝/n(名词),com_del_type,0
新群,新/a(形容词) 群/Ng(其他),val_eval_type,1
文具,文具/n(名词),sin_ver_nou_del_type,0
交互设计,交互/b(其他) 设计/vn(其他),com_del_type,0
会计学习,会计/n(名词) 学习/v(动词),com_del_type,0
兼职群,兼职/v(动词) 群/Ng(其他),com_del_type,0
搭讪,搭讪/v(动词),sin_ver_nou_del_type,0
木门,木门/n(名词),sin_ver_nou_del_type,0
轮胎,轮胎/n(名词),sin_ver_nou_del_type,0
五中,五中/n(名词),val_num_time_type,1
同城友,同城/n(名词) 友/Ng(其他),val_eval_type,1
复旦,复旦/nz(其他专名),sin_nz_type,0
版主,版主/n(名词),sin_ver_nou_del_type,0
目标,目标/n(名词),sin_ver_nou_del_type,0
螃蟹,螃蟹/n(名词),sin_ver_nou_del_type,0
3DS,3ds/nx(其他),sin_nx_type,0
赞助,赞助/v(动词),sin_ver_nou_del_type,0
文艺范,文艺范/n(名词),sin_ver_nou_del_type,0
报关,报关/v(动词),sin_ver_nou_del_type,0
北京找大学生兼职,北京/ns(地名) 找/v(动词) 大学生/n(名词) 兼职/vn(其他),porn_type,1
对戏,对戏/n(名词),sin_ver_nou_del_type,0
枪林弹雨,枪林弹雨/i(习语),sin_other_save_type,0
拦截马,拦截/v(动词) 马/n(名词),com_del_type,0
找美女上门保健,找/v(动词) 美女/n(名词) 上门/v(动词) 保健/n(名词),porn_type,1
相爱,相爱/v(动词),sin_ver_nou_del_type,0
女性健康,女性/n(名词) 健康/a(形容词),com_del_type,0
红血丝,红血丝/n(名词),sin_ver_nou_del_type,0
弹唱,弹唱/v(动词),sin_ver_nou_del_type,0
日本留学,日本/ns(地名) 留学/v(动词),com_del_type,0
荷兰银行,荷兰/ns(地名) 银行/n(名词),com_del_type,0
亲子阅读,亲子/n(名词) 阅读/v(动词),com_del_type,0
淘宝刷销量4,淘宝/n(名词) 刷/v(动词) 销量/n(名词) 4/m(数词),com_del_type,0
INSPIRATIONAL,inspirational/nx(其他),sin_nx_type,0
D9俱乐部,d9/nx(其他) 俱乐部/n(名词),com_del_type,0
BLC,blc/nx(其他),sin_nx_type,0
大学生活,大学/n(名词) 生活/vn(其他),com_del_type,0
自主创业,自主/vd(趋向动词) 创业/v(动词),com_del_type,0
星际争霸,星际争霸/nz(其他专名),sin_nz_type,0
玫瑰,玫瑰/n(名词),sin_ver_nou_del_type,0
重庆大学,重庆/ns(地名) 大学/n(名词),com_del_type,0
龙斗士,龙斗士/n(名词),sin_ver_nou_del_type,0
地摊服装,地摊/n(名词) 服装/n(名词),com_del_type,0
玛瑙,玛瑙/n(名词),sin_ver_nou_del_type,0
实物,实物/n(名词),sin_ver_nou_del_type,0
特岗教师,特岗/n(名词) 教师/n(名词),com_del_type,0
刺青,刺青/n(名词),sin_ver_nou_del_type,0
纯属娱乐,纯属/v(动词) 娱乐/vn(其他),com_del_type,0
校长,校长/n(名词),sin_ver_nou_del_type,0
李宇春,李宇春/n(名词),sin_ver_nou_del_type,0
CPY,cpy/nx(其他),sin_nx_type,0
员工,员工/n(名词),val_eval_type,1
思埠,思埠/n(名词),sin_ver_nou_del_type,0
生命在于运动,生命/n(名词) 在于/v(动词) 运动/n(名词),com_del_type,0
天上人间,天上人间/i(习语),sin_other_save_type,0
KB,kb/nx(其他),val_eval_type,1
淘宝爆款,淘宝/n(名词) 爆款/n(名词),com_del_type,0
摩根大通华侨银行,摩根/n(名词) 大通/nz(其他专名) 华侨/n(名词) 银行/n(名词),com_del_type,0
有钱,有钱/a(形容词),sin_other_save_type,0
444444,444444/m(数词),numeric_type,1
财政局,财政局/n(名词),sin_ver_nou_del_type,0
锐界,锐界/nz(其他专名),sin_nz_type,0
替课,替/p(介词) 课/n(名词),com_del_type,0
砍价,砍价/v(动词),sin_ver_nou_del_type,0
山东一区,山东/ns(地名) 一/m(数词) 区/n(名词),com_del_type,0
在线教育,在线/nz(其他专名) 教育/vn(其他),com_del_type,0
孕检,孕检/j(简称),sin_other_save_type,0
金珉硕,金珉硕/nr(其他),sin_nr_type,0
土豆,土豆/n(名词),sin_ver_nou_del_type,0
喜马拉雅,喜马拉雅/ns(地名),sin_ns_type,0
理工,理工/n(名词),val_eval_type,1
虚荣,虚荣/a(形容词),sin_other_save_type,0
新西兰,新西兰/ns(地名),sin_ns_type,0
海马,海马/n(名词),sin_ver_nou_del_type,0
北京汽车,北京/ns(地名) 汽车/n(名词),com_del_type,0
中国梦,中国梦/n(名词),sin_ver_nou_del_type,0
变频器,变频器/n(名词),sin_ver_nou_del_type,0
餐饮票宿票,餐饮/n(名词) 票/n(名词) 宿/Vg(其他) 票/n(名词),com_del_type,0
微博互粉,微博/n(名词) 互粉/n(名词),com_del_type,0
淘宝联盟,淘宝/n(名词) 联盟/n(名词),com_del_type,0
天王盖地虎,天王/n(名词) 盖/v(动词) 地虎/n(名词),com_del_type,0
兄弟朋友,兄弟/n(名词) 朋友/n(名词),val_eval_type,1
淮北,淮北/ns(地名),sin_ns_type,0
验证码,验证码/n(名词),sin_ver_nou_del_type,0
网上兼职赚钱,网上/s(处所词) 兼职/v(动词) 赚钱/a(形容词),com_del_type,0
检测,检测/v(动词),sin_ver_nou_del_type,0
终极一班,终极/n(名词) 一/m(数词) 班/q(量词),com_del_type,0
空放,空放/n(名词),sin_ver_nou_del_type,0
EXO-M,exo-m/nx(其他),sin_nx_type,0
逍客,逍客/n(名词),sin_ver_nou_del_type,0
北京招聘,北京/ns(地名) 招聘/v(动词),com_del_type,0
宝沃BX7,宝沃/n(名词) bx7/nx(其他),com_del_type,0
真人游戏,真人/n(名词) 游戏/n(名词),com_del_type,0
遵义,遵义/ns(地名),sin_ns_type,0
旧友,旧友/n(名词),sin_ver_nou_del_type,0
拼多多砍价,拼/v(动词) 多多/d(副词) 砍价/v(动词),com_del_type,0
STRUGGLE,struggle/nx(其他),sin_nx_type,0
豪车,豪车/n(名词),sin_ver_nou_del_type,0
深圳龙华布吉东门,深圳/ns(地名) 龙华/nz(其他专名) 布吉/ns(地名) 东门/n(名词),com_del_type,0
银行卡3,银行卡/n(名词) 3/m(数词),com_del_type,0
淘宝兼职网络兼职,淘宝/n(名词) 兼职/vn(其他) 网络/n(名词) 兼职/vn(其他),com_del_type,0
比亚迪唐,比亚迪/n(名词) 唐/Tg(其他),com_del_type,0
6班,6/m(数词) 班/n(名词),val_num_time_type,1
糗百,糗百/n(名词),sin_ver_nou_del_type,0
解封店铺,解封/v(动词) 店铺/n(名词),com_del_type,0
校园代理,校园/n(名词) 代理/vn(其他),com_del_type,0
胖子,胖子/n(名词),sin_ver_nou_del_type,0
考研数学,考研/v(动词) 数学/n(名词),com_del_type,0
路桥,路桥/n(名词),sin_ver_nou_del_type,0
一起疯,一起/d(副词) 疯/v(动词),com_del_type,0
青年志愿者协会,青年/n(名词) 志愿者/n(名词) 协会/n(名词),com_del_type,0
派派,派派/n(名词),sin_ver_nou_del_type,0
休闲生活,休闲/vn(其他) 生活/vn(其他),com_del_type,0
0元购物,0/m(数词) 元/q(量词) 购物/vn(其他),com_del_type,0
五码,五/m(数词) /n(名词) 码/v(动词),com_del_type,0
教练,教练/n(名词),sin_ver_nou_del_type,0
酒店服务,酒店/n(名词) 服务/vn(其他),com_del_type,0
复古合击,复古/v(动词) 合击/v(动词),com_del_type,0
彩铅,彩铅/n(名词),sin_ver_nou_del_type,0
SNH48▄LSE,snh/nx(其他) 48/m(数词) ▄/n(名词) lse/nx(其他),com_del_type,0
交友▄吃货,交友/v(动词) ▄/n(名词) 吃货/n(名词),com_del_type,0
武汉兼职,武汉/ns(地名) 兼职/v(动词),com_del_type,0
无限,无限/v(动词),val_eval_type,1
助学,助学/vn(其他),sin_other_save_type,0
定位胆,定位胆/n(名词),sin_ver_nou_del_type,0
无忧无虑,无忧无虑/i(习语),sin_other_save_type,0
亲密,亲密/a(形容词),sin_other_save_type,0
投资赚钱,投资/v(动词) 赚钱/a(形容词),com_del_type,0
宠文,宠文/n(名词),sin_ver_nou_del_type,0
本田车友会,本田/n(名词) 车友会/n(名词),com_del_type,0
微商群,微/Ag(其他) 商群/nr(其他),com_del_type,0
14级,14/m(数词) 级/n(名词),val_num_time_type,1
狐朋狗友,狐朋狗友/i(习语),sin_other_save_type,0
^O^,^/w(标点) o/nx(其他) ^/w(标点),punctuation_type,1
上海市,上海市/ns(地名),sin_ns_type,0
东森平台,东森/nz(其他专名) 平台/n(名词),com_del_type,0
业余爱好,业余/b(其他) 爱好/n(名词),com_del_type,0
手机号,手机号/n(名词),sin_ver_nou_del_type,0
人力,人力/n(名词),sin_ver_nou_del_type,0
昂科雷,昂科雷/nz(其他专名),sin_nz_type,0
暴利项目,暴利/n(名词) 项目/n(名词),com_del_type,0
中国人,中国人/n(名词),sin_ver_nou_del_type,0
PSV,psv/nx(其他),sin_nx_type,0
环亚,环亚/n(名词),sin_ver_nou_del_type,0
谦友,谦友/n(名词),sin_ver_nou_del_type,0
六安,六安/ns(地名),sin_ns_type,0
灰色项目,灰色/n(名词) 项目/n(名词),com_del_type,0
儿童癫痫,儿童/n(名词) 癫痫/n(名词),com_del_type,0
奶块,奶块/n(名词),sin_ver_nou_del_type,0
车友俱乐部,车友/n(名词) 俱乐部/n(名词),com_del_type,0
成人保健品,成人/n(名词) 保健品/n(名词),porn_type,1
人像摄影,人像/n(名词) 摄影/vn(其他),com_del_type,0
衣食住行,衣食住行/i(习语),sin_other_save_type,0
补习,补习/v(动词),sin_ver_nou_del_type,0
妈妈交流群,妈妈/n(名词) 交流/vn(其他) 群/Ng(其他),com_del_type,0
实名制,实名制/n(名词),sin_ver_nou_del_type,0
PتCت蛋ت蛋,pc/nx(其他) 蛋蛋/n(名词),com_del_type,0
相互交流,相互/d(副词) 交流/v(动词),val_eval_type,1
外星人,外星人/n(名词),sin_ver_nou_del_type,0
邵阳,邵阳/ns(地名),sin_ns_type,0
新鲜水果,新鲜/a(形容词) 水果/n(名词),com_del_type,0
CC国际,cc/nx(其他) 国际/n(名词),com_del_type,0
微信QQ聊天记录,微信/n(名词) qq/n(名词) 聊天/v(动词) 记录/v(动词),val_eval_type,1
组长,组长/n(名词),val_eval_type,1
购物秒杀,购物/v(动词) 秒杀/n(名词),com_del_type,0
电脑配置,电脑/n(名词) 配置/vn(其他),com_del_type,0
人类,人类/n(名词),sin_ver_nou_del_type,0
双截棍,双截棍/n(名词),sin_ver_nou_del_type,0
恐怖电影,恐怖/a(形容词) 电影/n(名词),com_del_type,0
歌迷,歌迷/n(名词),sin_ver_nou_del_type,0
同城▄同乡,同城/n(名词) ▄/n(名词) 同乡/n(名词),com_del_type,0
量刑,量刑/v(动词),sin_ver_nou_del_type,0
河源,河源/ns(地名),sin_ns_type,0
？？？？？,?/w(标点) ?/w(标点) ?/w(标点) ?/w(标点) ?/w(标点),punctuation_type,1
相信自己,相信/v(动词) 自己/r(代词),val_eval_type,1
网赚创业,网赚/n(名词) 创业/vn(其他),com_del_type,0
学长,学长/n(名词),sin_ver_nou_del_type,0
抑郁症,抑郁症/n(名词),sin_ver_nou_del_type,0
多头,多头/n(名词),sin_ver_nou_del_type,0
精灵宝可梦,精灵/n(名词) 宝可梦/n(名词),com_del_type,0
学习方法,学习/v(动词) 方法/n(名词),com_del_type,0
焦作,焦作/ns(地名),sin_ns_type,0
拳皇,拳皇/n(名词),sin_ver_nou_del_type,0
